family,variant,title,accession,length,brazil_filter,recent_filter
blaNDM,,"Escherichia coli isolate 2026ZN-00136, whole genome shotgun sequencing project",ACCEBQ000000000.1,136,False,True
blaNDM,,"Escherichia coli strain ECO2 plasmid unnamed1, complete sequence",NZ_CP090338.1,117468,False,True
blaNDM,,"Proteus mirabilis isolate 2026DU-00006, whole genome shotgun sequencing project",ACCDJX000000000.1,89,False,True
blaNDM,,"Klebsiella pneumoniae HS370 blaNDM gene for subclass B1 metallo-beta-lactamase NDM-96, complete CDS",NG_245928.1,970,False,True
blaNDM,,"Escherichia coli NRZ-110534 blaNDM gene for subclass B1 metallo-beta-lactamase NDM-95, complete CDS",NG_245927.1,813,False,True
blaNDM,,"Klebsiella pneumoniae NRZ-104155b blaNDM gene for subclass B1 metallo-beta-lactamase NDM-94, complete CDS",NG_245926.1,813,False,True
blaNDM,,"Pseudomonas aeruginosa isolate 2026ZN-00053, whole genome shotgun sequencing project",ACCAAP000000000.1,116,False,True
blaNDM,,"TPA_asm: Acinetobacter baumannii strain Acinetobacter_119 isolate Acinetobacter_Army_ASU_119, whole genome shotgun sequencing project",DBLKYP000000000.1,112,False,True
blaNDM,,"Escherichia coli isolate 2025CR-00138, whole genome shotgun sequencing project",ACBWQW000000000.1,115,False,True
blaNDM,,"TPA_asm: Klebsiella pneumoniae isolate NG_0002, whole genome shotgun sequencing project",DBLFIH000000000.1,194,False,True
blaNDM,,"TPA_asm: Klebsiella pneumoniae isolate NG_0154, whole genome shotgun sequencing project",DBLFHG000000000.1,167,False,True
blaNDM,,"Acinetobacter baumannii isolate 2025DK-00430, whole genome shotgun sequencing project",ACBTME000000000.1,73,False,True
blaNDM,,"TPA_asm: Klebsiella pneumoniae strain 14878 isolate 14878, whole genome shotgun sequencing project",DBLECT000000000.1,172,False,True
blaNDM,,"Escherichia coli isolate 2025DM-00105, whole genome shotgun sequencing project",ACBRFC000000000.1,210,False,True
blaNDM,,"Escherichia coli isolate 2025DM-00102, whole genome shotgun sequencing project",ACBREY000000000.1,167,False,True
blaNDM,,"Enterobacter hormaechei isolate 2025IQ-00472, whole genome shotgun sequencing project",ACBQKO000000000.1,43,False,True
blaNDM,,"Escherichia coli strain 2025GO-00556, whole genome shotgun sequencing project",ACBPCZ000000000.1,85,False,True
blaNDM,,"Klebsiella pneumoniae strain 2025EP-00459, whole genome shotgun sequencing project",ACBORP000000000.1,70,False,True
blaNDM,,"Pseudomonas aeruginosa isolate 2025JQ-00249, whole genome shotgun sequencing project",ACBLPV000000000.1,83,False,True
blaNDM,,"Acinetobacter baumannii isolate 2025JQ-00258, whole genome shotgun sequencing project",ACBLLQ000000000.1,106,False,True
blaNDM,,"Escherichia coli JBDEABG-24-N009 blaNDM gene for subclass B1 metallo-beta-lactamase NDM-93, complete CDS",NG_245809.1,932,False,True
vanA,,"TPA_asm: Streptococcus pneumoniae isolate SPN, whole genome shotgun sequencing project",DBNFNC000000000.1,24,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate 26AR0282, whole genome shotgun sequencing project",DBNCYU000000000.1,216,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate 26AR0281, whole genome shotgun sequencing project",DBNCYT000000000.1,182,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3836, whole genome shotgun sequencing project",DBNCMB000000000.1,226,False,False
vanA,,"TPA_asm: Enterococcus faecium strain AG4, whole genome shotgun sequencing project",DBNCLX000000000.1,211,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3816, whole genome shotgun sequencing project",DBNCLZ000000000.1,241,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3815, whole genome shotgun sequencing project",DBNCIO000000000.1,234,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V1594, whole genome shotgun sequencing project",DBNBJA000000000.1,236,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V2277, whole genome shotgun sequencing project",DBNBIH000000000.1,207,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate VD417, whole genome shotgun sequencing project",DBNBIE000000000.1,226,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V5, whole genome shotgun sequencing project",DBNBID000000000.1,198,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3680, whole genome shotgun sequencing project",DBNBHS000000000.1,259,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V1318, whole genome shotgun sequencing project",DBNBHR000000000.1,195,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3300, whole genome shotgun sequencing project",DBNBHP000000000.1,221,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3693, whole genome shotgun sequencing project",DBNBHV000000000.1,208,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3762, whole genome shotgun sequencing project",DBNBIB000000000.1,190,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3597, whole genome shotgun sequencing project",DBNBHT000000000.1,214,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V3702, whole genome shotgun sequencing project",DBNBHU000000000.1,197,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate V101, whole genome shotgun sequencing project",DBNASG000000000.1,210,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate LACPHL-SPEC-2026-00156, whole genome shotgun sequencing project",DBMWEM000000000.1,197,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate LACPHL-SPEC-2026-00155, whole genome shotgun sequencing project",DBMWEF000000000.1,200,False,False
vanA,,"TPA_asm: Enterococcus faecium isolate UMF_272, whole genome shotgun sequencing project",DBMONU000000000.1,169,False,False
vanA,,"Acinetobacter pittii strain HX_S62 NODE_9_length_142919_cov_140.748715, whole genome shotgun sequence",NZ_JAVLRH010000009.1,142919,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_04 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYJ000000000.1,200,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_02 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYL000000000.1,212,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_03 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYK000000000.1,226,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_10 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYD000000000.1,205,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_15 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYC000000000.1,207,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_05 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYI000000000.1,219,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_06 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYH000000000.1,215,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_14 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYF000000000.1,211,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_16 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYB000000000.1,210,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_13 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYE000000000.1,213,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_07 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYG000000000.1,247,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_25 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXW000000000.1,219,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_22 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXX000000000.1,211,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_17 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYA000000000.1,246,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_18 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXZ000000000.1,257,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_20 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXY000000000.1,212,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_32 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXR000000000.1,244,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_30 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXU000000000.1,219,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_29 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXT000000000.1,213,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_37 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXO000000000.1,202,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_33 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXQ000000000.1,243,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_28 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXV000000000.1,217,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_31 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXS000000000.1,208,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_35 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXP000000000.1,201,False,False
vanA,,"TPA_asm: Enterococcus faecium 1,230,933 isolate VRE-isolate from patient 11, whole genome shotgun sequencing project",DBLUXI000000000.1,211,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_39 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXN000000000.1,204,False,False
vanA,,"TPA_asm: Enterococcus faecium strain EF_38 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXL000000000.1,215,False,False
vanA,,"TPA_asm: Streptococcus pneumoniae isolate SPN, whole genome shotgun sequencing project",DBNFNC000000000.1,24,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate 26AR0282, whole genome shotgun sequencing project",DBNCYU000000000.1,216,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate 26AR0281, whole genome shotgun sequencing project",DBNCYT000000000.1,182,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3836, whole genome shotgun sequencing project",DBNCMB000000000.1,226,False,True
vanA,,"TPA_asm: Enterococcus faecium strain AG4, whole genome shotgun sequencing project",DBNCLX000000000.1,211,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3816, whole genome shotgun sequencing project",DBNCLZ000000000.1,241,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3815, whole genome shotgun sequencing project",DBNCIO000000000.1,234,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V1594, whole genome shotgun sequencing project",DBNBJA000000000.1,236,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V2277, whole genome shotgun sequencing project",DBNBIH000000000.1,207,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate VD417, whole genome shotgun sequencing project",DBNBIE000000000.1,226,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V5, whole genome shotgun sequencing project",DBNBID000000000.1,198,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3680, whole genome shotgun sequencing project",DBNBHS000000000.1,259,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V1318, whole genome shotgun sequencing project",DBNBHR000000000.1,195,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3300, whole genome shotgun sequencing project",DBNBHP000000000.1,221,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3693, whole genome shotgun sequencing project",DBNBHV000000000.1,208,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3762, whole genome shotgun sequencing project",DBNBIB000000000.1,190,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3597, whole genome shotgun sequencing project",DBNBHT000000000.1,214,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V3702, whole genome shotgun sequencing project",DBNBHU000000000.1,197,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate V101, whole genome shotgun sequencing project",DBNASG000000000.1,210,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate LACPHL-SPEC-2026-00156, whole genome shotgun sequencing project",DBMWEM000000000.1,197,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate LACPHL-SPEC-2026-00155, whole genome shotgun sequencing project",DBMWEF000000000.1,200,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate UMF_272, whole genome shotgun sequencing project",DBMONU000000000.1,169,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_04 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYJ000000000.1,200,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_02 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYL000000000.1,212,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_03 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYK000000000.1,226,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_10 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYD000000000.1,205,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_15 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYC000000000.1,207,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_05 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYI000000000.1,219,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_06 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYH000000000.1,215,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_14 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYF000000000.1,211,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_16 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYB000000000.1,210,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_13 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYE000000000.1,213,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_07 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYG000000000.1,247,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_25 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXW000000000.1,219,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_22 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXX000000000.1,211,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_17 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUYA000000000.1,246,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_18 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXZ000000000.1,257,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_20 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXY000000000.1,212,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_32 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXR000000000.1,244,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_30 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXU000000000.1,219,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_29 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXT000000000.1,213,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_37 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXO000000000.1,202,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_33 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXQ000000000.1,243,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_28 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXV000000000.1,217,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_31 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXS000000000.1,208,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_35 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXP000000000.1,201,False,True
vanA,,"TPA_asm: Enterococcus faecium 1,230,933 isolate VRE-isolate from patient 11, whole genome shotgun sequencing project",DBLUXI000000000.1,211,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_39 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXN000000000.1,204,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_38 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXL000000000.1,215,False,True
vanA,,"TPA_asm: Enterococcus faecium strain EF_41 isolate enterococcus faecium, whole genome shotgun sequencing project",DBLUXK000000000.1,210,False,True
vanA,,"TPA_asm: Enterococcus faecium isolate JARB-FD00092, whole genome shotgun sequencing project",DBKWJO000000000.1,84,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate JARB-FD00093, whole genome shotgun sequencing project",DBKWJN000000000.1,74,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate JARB-FD00094, whole genome shotgun sequencing project",DBKWIG000000000.1,83,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9772, whole genome shotgun sequencing project",DBGWGZ000000000.1,142,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9761, whole genome shotgun sequencing project",DBGWHA000000000.1,191,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9727, whole genome shotgun sequencing project",DBGJDO000000000.1,185,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9771, whole genome shotgun sequencing project",DBGJDK000000000.1,293,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9918a, whole genome shotgun sequencing project",DBGJDI000000000.1,158,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL8191, whole genome shotgun sequencing project",DBGJDP000000000.1,85,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9741, whole genome shotgun sequencing project",DBGJDL000000000.1,132,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9918c, whole genome shotgun sequencing project",DBGJDG000000000.1,141,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9780, whole genome shotgun sequencing project",DBGJDJ000000000.1,148,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9765, whole genome shotgun sequencing project",DBGJDM000000000.1,136,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9918b, whole genome shotgun sequencing project",DBGJDH000000000.1,97,True,False
vanA,,"TPA_asm: Enterococcus faecalis strain CL9733, whole genome shotgun sequencing project",DBGJDN000000000.1,153,True,False
vanA,,"Streptomyces sp. SID5470 SID5470.c1, whole genome shotgun sequence",NZ_WWIM01000001.1,9313494,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate CL9726, whole genome shotgun sequencing project",DAFBHF000000000.1,229,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate CL8917, whole genome shotgun sequencing project",DAFBHD000000000.1,242,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate CL9732, whole genome shotgun sequencing project",DAFBGY000000000.1,249,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate CL7880, whole genome shotgun sequencing project",DAFBHA000000000.1,221,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate CL8797, whole genome shotgun sequencing project",DAFBGZ000000000.1,206,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate CL9872, whole genome shotgun sequencing project",DAFBGX000000000.1,266,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate CL6802, whole genome shotgun sequencing project",DAFBGW000000000.1,118,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8592, whole genome shotgun sequencing project",DAETXZ000000000.1,133,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8584b, whole genome shotgun sequencing project",DAETXY000000000.1,129,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8540, whole genome shotgun sequencing project",DAETYD000000000.1,136,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8714, whole genome shotgun sequencing project",DAETYB000000000.1,124,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL9825, whole genome shotgun sequencing project",DAETXX000000000.1,110,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8593, whole genome shotgun sequencing project",DAETYA000000000.1,232,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL9745, whole genome shotgun sequencing project",DAETXW000000000.1,118,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8192, whole genome shotgun sequencing project",DAETXS000000000.1,156,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8187, whole genome shotgun sequencing project",DAETXR000000000.1,176,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL9752, whole genome shotgun sequencing project",DAETXU000000000.1,101,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8682, whole genome shotgun sequencing project",DAETXT000000000.1,114,True,False
vanA,,"TPA_asm: Enterococcus faecalis isolate CL8539, whole genome shotgun sequencing project",DAETXP000000000.1,152,True,False
vanA,,"TPA_asm: Enterococcus faecium strain E0082, whole genome shotgun sequencing project",DADNEW000000000.1,142,True,False
vanA,,"TPA_asm: Enterococcus faecium strain E0049, whole genome shotgun sequencing project",DADNDZ000000000.1,190,True,False
vanA,,"Herbaspirillum rubrisubalbicans M1, complete genome",CP013737.1,5611261,True,False
vanA,,"Herbaspirillum seropedicae SmR1, complete genome",CP002039.1,5513887,True,False
vanA,,"TPA_asm: Enterococcus faecium isolate JARB-FD00092, whole genome shotgun sequencing project",DBKWJO000000000.1,84,True,True
vanA,,"TPA_asm: Enterococcus faecium isolate JARB-FD00093, whole genome shotgun sequencing project",DBKWJN000000000.1,74,True,True
vanA,,"TPA_asm: Enterococcus faecium isolate JARB-FD00094, whole genome shotgun sequencing project",DBKWIG000000000.1,83,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9772, whole genome shotgun sequencing project",DBGWGZ000000000.1,142,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9761, whole genome shotgun sequencing project",DBGWHA000000000.1,191,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9727, whole genome shotgun sequencing project",DBGJDO000000000.1,185,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9771, whole genome shotgun sequencing project",DBGJDK000000000.1,293,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9918a, whole genome shotgun sequencing project",DBGJDI000000000.1,158,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL8191, whole genome shotgun sequencing project",DBGJDP000000000.1,85,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9741, whole genome shotgun sequencing project",DBGJDL000000000.1,132,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9918c, whole genome shotgun sequencing project",DBGJDG000000000.1,141,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9780, whole genome shotgun sequencing project",DBGJDJ000000000.1,148,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9765, whole genome shotgun sequencing project",DBGJDM000000000.1,136,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9918b, whole genome shotgun sequencing project",DBGJDH000000000.1,97,True,True
vanA,,"TPA_asm: Enterococcus faecalis strain CL9733, whole genome shotgun sequencing project",DBGJDN000000000.1,153,True,True
mcr-1,,"Escherichia coli HeN867 pHeN867 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.3, complete CDS",NG_052861.1,1826,False,False
mcr-1,,"Klebsiella pneumoniae KP-6884 unknown mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.2, complete CDS",NG_051170.1,1826,False,False
mcr-1,,"Escherichia coli mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.20, complete CDS",NG_065450.1,1626,False,False
mcr-1,,"Uncultured bacterium clone A4 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833299.1,213,False,False
mcr-1,,"Uncultured bacterium clone A3 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833298.1,210,False,False
mcr-1,,"Uncultured bacterium clone A2 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833297.1,216,False,False
mcr-1,,"Uncultured bacterium clone A1 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833296.1,201,False,False
mcr-1,,"Escherichia coli 844_18 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.27, complete CDS",NG_068218.1,1826,False,False
mcr-1,,"Escherichia coli 803_18 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.26, complete CDS",NG_068217.1,1823,False,False
mcr-1,,"Escherichia coli NIG-EC49 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.22, complete CDS",NG_065944.1,1626,False,False
mcr-1,,"Salmonella enterica subsp. enterica serovar Typhimurium CFSA629 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.19, complete CDS",NG_065449.1,1626,False,False
mcr-1,,"Escherichia coli sc12-96 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.18, complete CDS",NG_064789.1,1826,False,False
mcr-1,,"Moraxella sp. MSG13-C03 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.10, complete CDS",NG_055583.1,1626,False,False
mcr-1,,"Escherichia coli IHIT23707 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.37, complete CDS",NG_242325.1,1626,False,False
mcr-1,,"Escherichia coli IHIT44909 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.36, complete CDS",NG_231577.1,1626,False,False
mcr-1,,"Escherichia coli 20ZX79 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.35, complete CDS",NG_203419.1,1626,False,False
mcr-1,,"Escherichia coli strain K325 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",OQ297034.1,971,False,False
mcr-1,,"Escherichia coli strain B907 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",OQ297033.1,971,False,False
mcr-1,,"Escherichia coli EC3769 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.34, complete CDS",NG_079263.1,1626,False,False
mcr-1,,"Escherichia coli mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.33, complete CDS",NG_079262.1,1626,False,False
mcr-1,,"TPA_asm: Klebsiella pneumoniae isolate 12HK2, whole genome shotgun sequencing project",DAGSEH000000000.1,261,False,False
mcr-1,,"TPA_asm: Klebsiella pneumoniae isolate SP300, whole genome shotgun sequencing project",DAGMIH000000000.1,100,False,False
mcr-1,,"Escherichia coli N8114 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.32, complete CDS",NG_074756.1,1626,False,False
mcr-1,,"Escherichia coli 2018-290904-002-01 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.31, complete CDS",NG_074755.1,1626,False,False
mcr-1,,"TPA_asm: Escherichia coli strain S3-2, whole genome shotgun sequencing project",DADUIB000000000.1,177,False,False
mcr-1,,"TPA_asm: Escherichia coli strain S4-4, whole genome shotgun sequencing project",DADUIC000000000.1,129,False,False
mcr-1,,"TPA_asm: Escherichia coli strain S3-1, whole genome shotgun sequencing project",DADUGL000000000.1,187,False,False
mcr-1,,"TPA_asm: Escherichia coli isolate SJP127, whole genome shotgun sequencing project",DADPHL000000000.1,160,False,False
mcr-1,,"TPA_asm: Escherichia coli isolate AM_LREC-109, whole genome shotgun sequencing project",DADNVT000000000.1,148,False,False
mcr-1,,"Salmonella enterica subsp. enterica serovar Enteritidis strain 1070652, whole genome shotgun sequencing project",AAZHHD000000000.1,72,False,False
mcr-1,,"TPA_asm: Escherichia coli isolate E217ESBLB1, whole genome shotgun sequencing project",DADIEF000000000.1,84,False,False
mcr-1,,"Salmonella enterica SAUVM 9 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.23, complete CDS",NG_067235.1,1626,False,False
